station_id,demand_zone,demand,tdi_score,travel_miles,demand_latitude,demand_longitude
6,6,24.1608688,7.0,0.0,35.791378,-78.630676
6,7,24.14460321,7.5,0.5886078770810109,35.795007,-78.623949
6,8,19.93861133,11.0,1.643259412982082,35.806274,-78.617581
6,9,16.77784258,10.0,1.055704526469858,35.788577,-78.616604
6,10,12.45381589,13.5,1.187060121031059,35.78245,-78.618664
6,25,21.68874605,6.5,2.545885877435854,35.811452,-78.655348
6,26,21.68874605,6.5,2.02178689834966,35.8069,-78.650774
6,27,18.35671778,8.5,1.632599746637627,35.800661,-78.649942
6,28,22.03328538,8.0,2.446916505682406,35.803409,-78.66081
6,32,26.87318733,8.0,1.449305234048388,35.80713,-78.626365
6,33,23.65174423,8.0,2.094801077225509,35.812699,-78.642329
6,34,27.94294323,6.5,2.215177036313135,35.81604,-78.630656
6,35,25.07429428,10.0,2.210481046676855,35.78698,-78.600826
6,36,24.01090117,9.5,2.108183448302144,35.795362,-78.60216
6,37,32.29564325,11.0,2.867113377658846,35.796628,-78.591859
6,39,24.01427236,13.0,2.967045915069636,35.781912,-78.591663
6,55,29.43568612,9.0,2.889083745884324,35.822198,-78.619328
6,57,24.01090117,9.5,2.456720922497722,35.799055,-78.598311
16,0,19.61753778,7.0,0.8648996907567431,35.776095,-78.634539
16,1,22.22846833,7.0,2.351676936991494,35.792248,-78.654451
16,2,17.8632315,8.0,0.7502655147668763,35.776416,-78.639149
16,3,20.74548697,7.0,2.527480497324451,35.796022,-78.64726
16,4,20.74548697,7.0,2.033426095704458,35.789829,-78.650014
16,5,22.22846833,7.0,1.724398326299767,35.785007,-78.653078
16,11,24.1608688,7.0,1.940248045127622,35.788525,-78.63219
16,12,12.49234293,13.5,0.920153731068745,35.774549,-78.631485
16,13,18.44200422,11.5,1.829438082888481,35.775581,-78.618035
16,14,20.14753691,9.0,1.532291812211838,35.764762,-78.620896
16,15,18.14850332,13.0,0.3998488457852069,35.768783,-78.64692
16,16,15.03616736,14.5,0.0,35.768278,-78.641469
16,17,16.29455076,9.0,0.4614234079888327,35.772826,-78.638525
16,45,43.53638391,9.5,1.169504465892004,35.769989,-78.657377
16,46,43.53638391,9.5,2.766558566235602,35.769688,-78.67939
16,67,20.19784811,12.5,2.460736026947832,35.747754,-78.663831
16,69,18.54380382,10.0,2.638717530905479,35.740126,-78.651815
16,71,25.09072375,7.0,1.819100278850491,35.749189,-78.649806
16,73,19.2228626,12.0,1.379083726743829,35.75465,-78.650184
22,22,21.92369805,8.5,0.0,35.808006,-78.689632
22,23,21.92369805,8.5,0.5042920583924579,35.813331,-78.687438
22,24,292.2843033,6.5,1.282386601309278,35.808131,-78.672028
22,29,18.92425321,8.0,1.383886813682716,35.806194,-78.670766
22,52,26.87318733,8.0,0.6977525287967521,35.801719,-78.684006
22,68,34.69110611,6.0,1.693664853886575,35.794688,-78.70609
42,18,34.5162698,11.0,2.905044779094592,35.751809,-78.578091
42,40,36.77986697,9.0,1.189582315005649,35.72589,-78.620981
42,41,36.77986697,9.0,0.2238811453929709,35.725612,-78.606219
42,42,36.77986697,9.0,0.0,35.727841,-78.604845
42,44,28.17810397,12.0,2.827572648700724,35.697735,-78.593516
42,59,36.58574258,12.5,2.082746090421086,35.707214,-78.591799
42,60,65.42930194,9.0,2.359385299820856,35.719201,-78.57429
42,61,36.58574258,12.5,1.135141895703446,35.71948,-78.593172
42,62,29.65543429,13.0,1.909174258483401,35.736782,-78.58109
42,70,32.30161496,10.0,0.7686475658691285,35.734303,-78.611756
42,72,41.86648591,9.0,2.798071618166371,35.734581,-78.642311
